dataName,friendlyName,orgType,tier,homeRegionMapTemplateName,randomized,takeoverDefense,allowedOnMarket,requiresNationality,requiredOwnerTraits/0,affinities/0,restricted/0,costMoney,costInfluence,costOps,chanceIncomeMoney,incomeMoney,chanceIncomeInfluence,incomeInfluence,chanceEspionage,espionage,chanceSecurity,security,chanceSpoilsBonus,spoilsBonus,iconResource,chanceIncomeOps,incomeOps,chanceInvestigation,investigation,chanceOppressionBonus,oppressionBonus,missionsGrantedNames/0,missionsGrantedNames/1,missionsGrantedNames/2,missionsGrantedNames/3,chanceCommand,command,minScenarioYear,chanceIncomeResearch,incomeResearch,chanceSpaceDevBonus,spaceDevBonus,chanceSpaceflightBonus,spaceflightBonus,chanceMCBonus,MCBonus,chanceMiningBonus,miningBonus,techBonuses/0/category,techBonuses/0/bonus,affinities/1,restricted/1,restricted/2,restricted/3,chancePersuasion,persuasion,grantsMarked,chanceAdministration,administration,chanceScience,science,chanceUnityBonus,unityBonus,chanceKnowledgeBonus,knowledgeBonus,prohibitedOwnerTraits/0,projectsGranted,chanceMilitaryBonus,militaryBonus,chanceIncomeMissionControl,incomeMissionControl,chanceEconomyBonus,economyBonus,chanceIncomeBoost,incomeBoost,chanceEnvironmentBonus,environmentBonus,chanceWelfareBonus,welfareBonus,restricted/4,restricted/5,restricted/6,randCostMoney,randIncomeMoney,requiredTechName,randOppressionBonus,randIncomeOps,randCostInfluence,randCommand,randEspionage,randMilitaryBonus,randSpaceflightBonus,randMCBonus,randIncomeBoost,randIncomeMissionControl,randIncomeResearch,randSpaceDevBonus,randScience,randAdministration,randInvestigation,randSecurity,randIncomeInfluence,randEconomyBonus,randSpoilsBonus,randKnowledgeBonus,randWelfareBonus,randUnityBonus,randPersuasion,chanceGovernmentBonus,governmentBonus,randGovernmentBonus,randCostOps,randEnvironmentBonus,costBoost,randCostBoost,randMiningBonus,affinities/2
RandomInvestigations32,Intelligence,Investigations,2,,true,,true,false,,,,200,,,100,3,,,100,1,50,1,,,,25,1,100,1,,,DetectCouncilActivity,InvestigateCouncilor,InvestigateAlienActivity,Advise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12,,,0,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
RandomInvestigations33,Intelligence,Investigations,3,,true,,true,false,,,,500,10,,100,15,20,1,100,2,100,1,,,,50,1,100,2,,,DetectCouncilActivity,InvestigateCouncilor,InvestigateAlienActivity,Advise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,15,QuantumComputing,,1,10,,1,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,
RandomBusinessManagement11,,BusinessManagement,1,,true,,true,false,,,,1500,10,,100,-20,,,,,,,20,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,,,,,,,,,,,,,50,0.01,,,,,,,,,,1000,10,,,,10,,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,
RandomBusinessManagement21,,BusinessManagement,2,,true,,true,false,,,,2500,20,,100,-40,,,,,,,20,0.01,,,,,,,,HostileTakeover,,,,,,,,,,,,,,,,,,,,,,,,,,100,5,,,,,,,,,,,,,75,0.02,,,,,,,,,,2500,20,ArrivalEconomics,,,20,,,,,,,,,,,,,,,0.02,0.04,,,,,,,,,,,,,
RandomBusinessManagement31,,BusinessManagement,3,,true,,true,false,,,,5000,30,,100,-80,,,,,,,20,0.01,,,,,,,,HostileTakeover,,,,,,,,,,,,,,,,,,,,,,,,,,100,7,,,,,,,,,,,,,100,0.04,,,,,,,,,,3500,40,WhiteCollarAutomation,,,30,,,,,,,,,,,,,,,0.02,0.07,,,,,,,,,,,,,
RandomResearch11,,Research,1,,true,,true,false,,,,50,,,100,-5,,,,,,,,,,,,,,,,,,,,,,,100,10,25,0.01,25,0.01,,,,,SpaceScience,0.05,,,,,,,,,,50,1,,,,,,,,,,,,,,,,,,,,,,100,4,,,,,,,,0.02,,,,10,0.02,,,,,,,,,,,,,,,,,,,,
RandomResearch12,,Research,2,,true,,true,false,,,,250,,,100,-15,,,,,,,,,,,,,,,,,,,,,,,100,20,50,0.01,50,0.01,,,,,SpaceScience,0.1,,,,,,,,,,100,1,,,10,0.01,,,,,,,,,,,,,,,,,,250,10,SpaceResearch,,,,,,,0.04,,,,10,0.04,1,,,,,,,0.01,,,,,,,,,,,,
RandomResearch13,,Research,3,,true,,true,false,,,,1000,10,,100,-30,,,,,,,,,,,,,,,,,,,,,,,100,30,75,0.01,75,0.01,,,,,SpaceScience,0.15,,,,,,,,,,100,1,,,20,0.01,,,,,,,,,,,,,,,,,,500,15,DirectedSpaceResearch,,,10,,,,0.06,,,,10,0.06,2,,,,,,,0.03,,,,,,,,,,,,
RandomResearch21,,Research,1,,true,,true,false,,,,50,,,100,-5,,,,,,,,,,,,,,,,,,,,,,,100,10,,,,,,,,,SocialScience,0.05,,,,,,,,,,50,1,10,0.01,,,,,,,,,10,0.01,,,,,10,0.01,,,,100,4,,,,,,,,,,,,10,,,,,,,0.01,,,0.02,0.02,,,,,,,,,,
RandomResearch22,,Research,2,,true,,true,false,,,,250,,,100,-15,,,,,,,,,,,,,,,,,,,,,,,100,20,,,,,,,,,SocialScience,0.1,,,,,,,,,,100,1,20,0.01,10,0.01,,,,,,,20,0.01,,,,,20,0.01,,,,250,10,,,,,,,,,,,,10,,1,,,,,0.02,,0.01,0.04,0.04,,,,,,,,,,
RandomResearch23,,Research,3,,true,,true,false,,,,1000,10,,100,-30,,,,,,,,,,,,,,,,,,,,,,,100,30,,,,,,,,,SocialScience,0.15,,,,,,,,,,100,1,30,0.01,20,0.01,,,,,,,30,0.01,,,,,30,0.01,,,,500,15,AdvancedNeuralNetworks,,,10,,,,,,,,10,,2,,,,,0.03,,0.03,0.06,0.06,,,,,,,,,,
RandomResearch31,,Research,1,,true,,true,false,,,,50,,,100,-5,,,,,,,,,,,,,,,,,,,,,,,100,10,,,20,0.01,,,,,Energy,0.05,,,,,,,,,,50,1,,,,,,,,,,,,,,,,,,,,,,100,4,,,,,,,,0.02,,,,10,,,,,,,,,,,,,,,,,,,,,
RandomResearch32,,Research,2,,true,,true,false,,,,250,,,100,-15,,,,,,,,,,,,,,,,,,,,,,,100,20,,,40,0.01,,,,,Energy,0.1,,,,,,,,,,100,1,,,10,0.01,,,,,,,,,,,,,,,,,,250,10,,,,,,,,0.04,,,,10,,1,,,,,,,0.01,,,,,,,,,,,,
RandomResearch33,,Research,3,,true,,true,false,,,,1000,10,,100,-30,,,,,,,,,,,,,,,,,,,,,,,100,30,,,60,0.01,,,,,Energy,0.15,,,,,,,,,,100,1,,,20,0.01,,,,,,,,,,,,,,,,,,500,15,AugmentedReality,,,10,,,,0.06,,,,10,,2,,,,,,,0.03,,,,,,,,,,,,
RandomResearch41,,Research,1,,true,,true,false,,,,50,,,100,-5,,,,,,,,,,,,,,,,,,,,,,,100,10,,,,,,,,,LifeScience,0.05,,,,,,,,,,50,1,,,,,,,,,,,,,,,,,10,0.01,,,,100,4,,,,,,,,,,,,10,,,,,,,,,,0.02,,,,,,,,,,,
RandomResearch42,,Research,2,,true,,true,false,,,,250,,,100,-15,,,,,,,,,,,,,,,,,,,,,,,100,20,,,,,,,,,LifeScience,0.1,,,,,,,,,,100,1,,,10,0.01,,,,,,,,,,,,,20,0.01,,,,250,10,Biotechnology,,,,,,,,,,,10,,1,,,,,,,0.01,0.04,,,,,,,,,,,
RandomResearch43,,Research,3,,true,,true,false,,,,1000,10,,100,-30,,,,,,,,,,,,,,,,,,,,,,,100,30,,,,,,,,,LifeScience,0.15,,,,,,,,,,100,1,,,20,0.01,,,,,,,,,,,,,30,0.01,,,,500,15,SpaceMedicine,,,10,,,,,,,,10,,2,,,,,,,0.03,0.06,,,,,,,,,,,
RandomResearch51,,Research,1,,true,,true,false,,,,50,,,100,-5,,,,,,,,,,,,,,,,,,,,,,,100,10,,,10,0.01,,,,,Materials,0.05,,,,,,,,,,50,1,,,,,,,,,,,,,,,,,,,,,,100,4,,,,,,,,0.02,,,,10,,,,,,,,,,,,,,,,,,,,,
RandomResearch52,,Research,2,,true,,true,false,,,,250,,,100,-15,,,,,,,,,,,,,,,,,,,,,,,100,20,,,20,0.01,,,,,Materials,0.1,,,,,,,,,,100,1,,,10,0.01,,,,,,,,,,,,,,,,,,250,10,AdvancedCarbonManipulation,,,,,,,0.04,,,,10,,1,,,,,,,0.01,,,,,,,,,,,,
RandomResearch53,,Research,3,,true,,true,false,,,,1000,10,,100,-30,,,,,,,,,,,,,,,,,,,,,,,100,30,,,30,0.01,,,,,Materials,0.15,,,,,,,,,,100,1,,,20,0.01,,,,,,,,,,,,,,,,,,500,15,AdvancedAtomicManipulation,,,10,,,,0.06,,,,10,,2,,,,,,,0.03,,,,,,,,,,,,
RandomInfluence11,PR,Influence,1,,true,,true,false,,,,50,,,25,-1,100,1,,,,,,,,,,,,,,Propaganda,,,,,,,,,25,0.01,,,,,,,,,,,,,20,1,,,,,,100,0.02,,,,,,,,,,,,,,,,,,,,50,2,,,,,,,,,,,,,0.01,,,,,1,,,,,0.02,,,,,,,,,,
RandomInfluence12,PR,Influence,2,,true,,true,false,,,,200,,,25,-2,100,2,,,,,,,,,,,,,,Propaganda,,,,,,,,,,,,,,,,,,,,,,,20,1,,,,,,100,0.04,,,,,,,,,,,,,,,,,,,,200,4,,,,,,,,,,,,,,,,,,2,,,,,0.02,,,,,,,,,,
RandomInfluence13,PR,Influence,3,,true,,true,false,,,,500,10,,25,-4,100,4,,,,,,,,,,,,,,Propaganda,Stabilize,,,,,,,,,,,,,,,,,,,,,,20,1,,,,,,100,0.06,,,,,,,,,,,,,,,,,,,,250,8,ArrivalMassCommunications,,,10,,,,,,,,,,,,,,4,,,,,0.02,1,,,,,,,,,
RandomInfluence21,Lobbying,Influence,1,,true,,true,false,,,,50,5,,25,-1,100,1,,,,,,,,,,,,,,GainInfluence,,,,,,,,,50,0.01,,,,,,,,,,,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,,,,5,,,,,,,,,0.01,,,,,1,,,,,,,,,,,,,,,
RandomInfluence22,Lobbying,Influence,2,,true,,true,false,,,,200,10,,25,-2,100,2,,,,,,,,,,,,,,GainInfluence,DefendInterests,,,,,,,,50,0.01,,,,,,,,,,,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,200,4,ArrivalDomesticPolitics,,,10,,,,,,,,,0.03,,,,,2,,,,,,,,,,,,,,,
RandomInfluence23,Lobbying,Influence,3,,true,,true,false,,,,500,20,,25,-4,100,4,,,,,,,,,,,,,,GainInfluence,DefendInterests,Advise,,,,,,,50,0.01,,,,,,,,,,,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,250,8,ArrivalLaw,,,20,,,,,,,,,0.05,,,,,4,,,,,,,20,0.01,0.01,,,,,,
RandomInfluence31,Social Media,Influence,1,,true,,true,false,,Exploit,,100,,,50,1,100,1,,,,,10,0.01,,,,,,,,Propaganda,,,,,,,50,1,,,,,,,,,SocialScience,0.02,Escape,,,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,,,,,,,,,,,,2,,,,,,1,,0.01,,,,,,,,,,,,,
RandomInfluence32,Social Media,Influence,2,,true,,true,false,,Exploit,,500,,,100,3,100,2,,,,,15,0.01,,,,25,1,,,Propaganda,Unrest,,,,,,75,1,,,,,,,,,SocialScience,0.05,Escape,,,,50,1,,,,,,50,0.01,,,,,,,,,,,,,,,,,,,,1000,3,ArrivalMassCommunications,,,,,,,,,,,9,,,,,,2,,0.02,,,0.01,,,,,,,,,,
RandomInfluence33,Social Media,Influence,3,,true,,true,false,,Exploit,,2000,10,,100,6,100,4,50,1,,,20,0.01,,,,50,1,,,Propaganda,Unrest,GainInfluence,,,,,100,10,,,,,,,,,SocialScience,0.1,Escape,,,,100,2,,,,,,100,0.02,20,0.01,,,,,,,,,,,,,,,,,,2000,4,NetworkedPropaganda,,,10,,,,,,,,10,,,,,,4,,0.03,0.01,,0.02,1,,,,,,,,,
RandomEngineering11,,Engineering,1,,true,,true,false,,,Alien,50,,,20,-5,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,,,,10,1,,,,,,1,,,,,,,,,,,,,,,,100,4,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
RandomEngineering12,,Engineering,2,,true,,true,false,,,Alien,250,,,35,-15,,,,,,,,,,,,,,,,,,,,,,,20,1,,,,,,,,,,,,,,,,,,,,50,1,,,,,,2,,,,,,,,,,,,,,,,250,10,AugmentedReality,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,
RandomEngineering13,,Engineering,3,,true,,true,false,,,Alien,1000,10,,50,-30,,,,,,,,,,,,,,,,,,,,,,,30,1,,,,,,,,,,,,,,,,,,,,100,1,,,,,,3,,,,,,,,,,,,,,,,500,15,Cybernetics,,,10,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,
RandomCommercial11,,Commercial,1,,true,,true,false,,,,50,,,100,5,,,,,,,10,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.01,,,,,,,,,,50,15,,,,,,,,,,,,,,,,,,,0.02,0.01,,,,,,,,,,,,,
RandomCommercial12,,Commercial,2,,true,,true,false,,,,200,,,100,20,,,,,,,15,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,,,,,,75,0.01,,,,,,,,,,200,30,,,,,,,,,,,,,,,,,,,0.03,0.02,,,,,,,,,,,,,
RandomCommercial13,,Commercial,3,,true,,true,false,,,,500,10,,100,50,20,1,,,,,20,0.01,,,,,,,,HostileTakeover,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,,,,,,,,,,,,,100,0.01,,,,,,,,,,250,100,,,,10,,,,,,,,,,,,,,1,0.04,0.03,,,,,,,,,,,,,
RandomInformationTechnology11,R&D,InformationTechnology,1,,true,,true,false,,,,50,,,50,1,,,,,,,,,,,,,,,,,,,,,,,100,10,,,,,25,0.01,,,InformationScience,0.05,,,,,,,,,,50,1,,,,,,,10,0.01,,,10,0.01,,,,,,,,,,50,2,,,,,,,0.01,,0.02,,,10,,,,,,,0.01,,,,,,,,,,,,,,
RandomInformationTechnology12,R&D,InformationTechnology,2,,true,,true,false,,,,200,,,50,2,,,,,,,,,,,,,,,,,,,,,,,100,20,,,,,25,0.01,,,InformationScience,0.1,,,,,,,,,,100,1,,,,,,,10,0.01,,,20,0.01,,,,,,,,,,200,3,PhotonicComputing,,,,,,0.02,,0.04,,,10,,,,,,,0.02,,,,,,,,,,,,,,
RandomInformationTechnology13,R&D,InformationTechnology,3,,true,,true,false,,,,500,,,50,5,,,,,,,,,,,,,,,,,,,,,,,100,30,,,,,25,0.01,,,InformationScience,0.15,,,,,,,,,,100,1,,,,,,,10,0.01,,,30,0.01,,,,,,,,,,250,5,QuantumComputing,,,,,,0.03,,0.06,,,10,,1,,,,,0.03,,,,,,,,,,,,,,
RandomInformationTechnology21,Hacking,InformationTechnology,1,,true,-1,true,false,,Exploit,,50,10,,25,1,25,1,100,1,,,20,0.01,,,,25,1,,,StealProject,,,,,,,,,,,,,,,,,InformationScience,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,,,,10,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,
RandomInformationTechnology22,Hacking,InformationTechnology,2,,true,-2,true,false,,Exploit,,200,20,,50,5,35,1,100,1,,,20,0.01,,,,40,1,,,StealProject,Propaganda,,,,,,,,,,,,,,,,InformationScience,0.02,,,,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,200,5,,,,20,,1,,,,,,,,,,,,1,,0.04,,,,,,,,,,,,,
RandomInformationTechnology23,Hacking,InformationTechnology,3,,true,-3,true,false,,Exploit,,500,40,0,75,10,45,1,100,2,,,20,0.01,,,,55,1,,,StealProject,Propaganda,SabotageProject,,,,,,,,,,,,,,,InformationScience,0.03,,,,,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,250,10,QuantumComputing,,,40,,1,,,,,,,,,,1,,1,,0.07,,,,,,,,2,,,,,
RandomCriminal11,Org Crime,Criminal,1,,true,-1,true,false,Criminal,Exploit,,50,0,0,100,5,25,1,50,1,50,1,100,0.02,,50,1,,,,,HostileTakeover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,25,,,1,20,,,,,,,,,,,,,,,,0.03,,,,,,,,5,,,,,
RandomCriminal12,Org Crime,Criminal,2,,true,-2,true,false,Criminal,Exploit,,200,0,0,100,30,35,1,60,1,100,1,100,0.05,,100,1,,,,,HostileTakeover,DefendInterests,,,,,,,,,,,,,,,,,,,,,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,200,60,,,1,40,,,,,,,,,,,,,1,1,,0.05,,,,,,,,15,,,,,
RandomCriminal13,Org Crime,Criminal,3,,true,-3,true,false,Criminal,Exploit,,500,0,10,100,90,45,1,70,1,100,1,100,0.1,,100,3,,,,,HostileTakeover,DefendInterests,DetectCouncilActivity,,,,,,,,,,,,,,,,,,,,,33,1,,100,6,,,,,,,,,,,,,,,,,,,,,,,,250,120,ArrivalLaw,,1,60,,1,,,,,,,,,2,,2,2,,0.1,,,,,,,,20,,,,,
RandomCriminal21,Terrorism,Criminal,1,,true,,true,false,Criminal,Destroy,Cooperate,50,0,0,25,-1,,,30,1,,,,,,100,1,,,,,Assassinate,,,,,,,,,,,,,,,,,,,,Escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
RandomCriminal22,Terrorism,Criminal,2,,true,,true,false,Criminal,Destroy,Cooperate,200,0,0,50,-3,,,40,1,,,,,,100,2,,,,,Assassinate,Unrest,,,,,,,,,,,,,,,,,,,Escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,1,40,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,
RandomCriminal23,Terrorism,Criminal,3,,true,,true,false,Criminal,Destroy,Cooperate,500,0,10,100,-5,,,50,1,,,,,,100,3,,,,,Assassinate,Unrest,Coup,,,,,,,,,,,,,,,,,,Escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,1,60,,1,,,,,,,,,,,,,,,,,,,,,,20,,,,,
RandomNGO11,Welfare,NGO,1,,true,,true,false,,,Alien,,25,,100,-2,25,1,,,,,,,,,,,,,,Stabilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sociopath,,,,,,,,,,,,100,0.02,,,,,2,,,,25,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,
RandomNGO12,Welfare,NGO,2,,true,,true,false,,,Alien,,50,,100,-5,25,1,,,,,,,,,,,,,,Stabilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sociopath,,,,,,,,,,,,100,0.04,,,,,4,,,,50,,,,,,,,,,,,,,1,,,,0.02,,,,,,,,,,,
RandomNGO13,Welfare,NGO,3,,true,,true,false,,,Alien,,100,,100,-10,25,1,,,,,,,,,,,,,,Stabilize,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,Sociopath,,,,,,,,,,,,100,0.06,,,,,5,ArrivalEconomics,,,100,,,,,,,,,,,,,,2,,,,0.02,,,,,,,,,,,
RandomNGO21,Development,NGO,1,,true,,true,false,,,Alien,,25,,100,-5,25,1,,,,,,,,,,,,,,Advise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.02,Sociopath,,,,,,,,,,,,,,,,,,2,,,,25,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,
RandomNGO22,Development,NGO,2,,true,,true,false,,,Alien,,50,,100,-10,25,1,,,,,,,,,,,,,,Advise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.04,Sociopath,,,,,,,,,,,,,,,,,,4,,,,50,,,,,,,,,,,,,,1,,,0.02,,,,,,,,,,,,
RandomNGO23,Development,NGO,3,,true,,true,false,,,Alien,,100,,100,-20,25,1,,,,,,,,,,,,,,Advise,,,,,,,,,,,,,,,,,,,,,,,10,1,,10,1,,,,,100,0.06,Sociopath,,,,,,,,,,,,,,,,,,10,ArrivalInternationalDevelopment,,,100,,,,,,,,,,,,,,2,,,0.02,,,,,,,,,,,,
RandomNGO31,Environment,NGO,1,,true,,true,false,,,Alien,,25,,100,-5,25,1,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,LifeScience,0.01,,Exploit,,,,,,,,,,,,,,Sociopath,,,,,,,,,,100,0.02,,,,,,,2,,,,25,,,,,,,,10,,,,,,,,,,,,,,,,,0.02,,,,
RandomNGO32,Environment,NGO,2,,true,,true,false,,,Alien,,50,,100,-10,25,1,,,,,,,,,,,,,,,,,,,,,20,1,,,,,,,,,LifeScience,0.02,,Exploit,,,,,,,,25,1,,,,,Sociopath,,,,,,,,,,100,0.04,,,,,,,4,Biotechnology,,,50,,,,,,,,20,,,,,,1,,,,,,,,,,,0.02,,,,
RandomNGO33,Environment,NGO,3,,true,,true,false,,,Alien,,100,,100,-20,25,1,,,,,,,,,,,,,,,,,,,,,30,1,,,,,,,,,LifeScience,0.03,,Exploit,,,10,1,,,,50,1,,,,,Sociopath,,,,,,,,,,100,0.06,,,,,,,10,CleanEnergy,,,100,,,,,,,,30,,,,,,2,,,,,,,,,,,0.02,,,,
RandomNGO41,Government,NGO,1,,true,,true,false,,,Alien,,25,,100,-5,100,1,,,,,,,,,,,,,,Advise,Stabilize,,,,,,,,,,,,,,,,SocialScience,0.01,,,,,,,,,,,,,,,,Sociopath,,,,,,,,,,,,,,,,,,2,ArrivalDomesticPolitics,,,25,,,,,,,,,,,,,,,,,,,,,100,0.02,0.02,,,,,,
RandomNGO42,Government,NGO,2,,true,,true,false,,,Alien,,50,,100,-10,100,1,,,,,,,,,,,,,,Advise,Stabilize,,,,,,,,,,,,,,,,SocialScience,0.02,,,,,,,,,,,,,,,,Sociopath,,,,,,,,,,,,,,,,,,4,ArrivalLaw,,,50,,,,,,,,,,,,,,1,,,,,,,100,0.04,0.02,,,,,,
RandomNGO43,Government,NGO,3,,true,,true,false,,,Alien,,100,,100,-20,100,1,,,25,1,,,,,,,,,,Advise,Stabilize,,,,,,,,,,,,,,,,SocialScience,0.03,,,,,10,1,,10,1,,,,,,,Sociopath,,,,,,,,,,,,,,,,,,10,ArrivalGovernance,,,100,,,,,,,,,,,,,,2,,,,,,,100,0.06,0.02,,,,,,
RandomSpaceMining11,,Resource,1,,true,,true,false,,Escape,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.02,SpaceScience,0.01,,,,,,,,,,,,,,,,,,,,,,,,100,-2,,,,,,,,250,,IndustrializationofSpace,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,10,10,0.02,
RandomSpaceMining12,,Resource,2,,true,,true,false,,Escape,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.04,SpaceScience,0.02,,,,,,,,,,,,,,,,,,,,,,,,100,-5,,,,,,,,500,,SpaceCommerce,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,20,20,0.02,
RandomSpaceMining13,,Resource,3,,true,,true,false,,Escape,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.06,SpaceScience,0.03,,,,,,,,,,,,,,,,,,,,,,,,100,-10,,,,,,,,500,,IntegratedEarthSpaceEconomy,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,40,40,0.04,
RandomResource11,,Resource,1,,true,,true,false,,Exploit,,50,,,100,10,50,1,,,,,100,0.01,,,,,,,,,,,,,,,,,,,,,,,,,Materials,0.01,,,,,,,,,,,,,,,,,,,,,,100,0.01,,,,,,,,,,50,20,,,,,,,,,,,,,,,,,,1,0.01,0.02,,,,,,,,,,,,,
RandomResource12,,Resource,2,,true,,true,false,,Exploit,,200,,,100,30,75,2,,,,,100,0.02,,,,,,,,,,,,,,,,,,,,,,,,,Materials,0.02,,,,,,,,,,25,1,,,,,,,,,,,100,0.02,,,,,,,,,,200,70,,,,,,,,,,,,,,,,,,1,0.02,0.03,,,,,,,,,,,,,
RandomResource13,,Resource,3,,true,,true,false,,Exploit,,500,10,,100,100,100,3,,,,,100,0.03,,25,1,,,,,,,,,,,,,,,,,,,,,,Materials,0.03,,,,,,,,,,50,1,,,,,,,,,,,100,0.04,,,,,,,,,,250,150,,,1,20,,,,,,,,,,,,,,2,0.02,0.04,,,,,,,,,,,,,
RandomCult11,,Sect,1,,true,,false,false,,Submit,Appease,,40,0,25,1,100,1,50,1,25,1,25,0.01,,25,1,,,,,Turn,Propaganda,,,,,,,,,,,,,,,,SocialScience,0.01,,Escape,Resist,Destroy,50,1,,,,,,25,0.01,,,,,,,,,,,,,,,,,Cooperate,,,,1,,,1,30,,1,,,,,,,,,,,1,1,,0.02,,,0.01,1,,,,1,,,,,
RandomVigilante11,,Criminal,1,,true,,false,false,,Destroy,Appease,,20,,,,,,,,50,1,25,0.01,,100,2,,,100,0.02,DetectCouncilActivity,Unrest,,,,,,,,,,,,,,,,,,,Submit,Cooperate,Escape,,,,,,,,,,,,,,,,,,,,,,,,,,Alien,,,,,,0.05,1,20,,,,,,,,,,,,,1,,,0.02,,,,,,,,,,,,,
Org_KS1411,Lightstar Orbital,Aerospace,2,map_England,false,,true,false,,Cooperate,Submit,250,,,,,,,,,,,,,orglogos/Lightstar_Orbital,,,,,,,,,,,,,,100,10,25,0.01,25,0.01,,,,,SpaceScience,0.02,Escape,,,,,,,,,100,2,,,,,,,,,,,,,100,1,,,,,,,,250,,AdvancedChemicalRocketry,,,,,,,0.01,,,,10,0.01,,,,,,,,,,,,,,,,,,,,Appease
Org_KS314,The Madisonian Society,Influence,2,map_Shenandoah,false,,true,true,,Resist,Appease,,100,,,,100,2,,,25,1,50,0.01,orglogos/Madisonian_Society,,,25,1,,,DefendInterests,GainInfluence,SetNationalPolicy,,,,,,,,,,,,,,,,,Destroy,Submit,,,100,2,,,,,,25,0.01,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,2,,0.01,,,0.01,,,,,,,,,,Exploit
Org_KS462,Kaiser Securities,InformationTechnology,2,map_Prairies,false,,true,false,,Resist,Escape,250,,,100,2,100,2,100,1,25,1,50,0.01,orglogos/Kaiser_Securities,,,,,,,,,,,,,,100,10,,,,,,,,,InformationScience,0.02,Destroy,Appease,Exploit,,,,,25,3,100,1,,,,,,,,,,,,,,,,,,,,,,250,3,PhotonicComputing,,,,,1,,,,,,10,,1,,,,2,,0.01,,,,,,,,,,,,,Cooperate
Org_KS1967,Fondation Hyde et Hildr,NGO,2,map_Lyon,false,,true,false,,Resist,Destroy,,100,,100,3,100,2,,,,,,,orglogos/Fondation_Hyde_Et_Hildr,,,100,1,,,Advise,Stabilize,GainInfluence,,,,,,,,,,,,,,,,,Cooperate,Exploit,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,50,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Appease
Org_KS1654,Anarchy Inc.,InformationTechnology,3,map_California,false,,true,false,,Resist,Cooperate,250,100,,100,2,100,2,100,2,,,,,orglogos/Anarchy_Inc,33,1,,,,,SabotageProject,SabotageHabModule,SabotageFacilities,StealProject,,,,,,,,,,,,,,InformationScience,0.03,Destroy,Appease,Submit,Alien,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,500,3,QuantumComputing,,1,50,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Escape
